wikidata_id,item,name,description,type,category,subcategory,label,wikipedia_categories,instance_of,country,country_of_origin,English_description,num_properties,num_languages,wikipedia_title,average_daily_views,word_count_en
Q1413317,http://www.wikidata.org/entity/Q1413317,sacred prostitution,sexual rite performed in the context of religious worship,concept,gestures and habits,ritual,cultural agnostic,"ancient priestesses, antiochus iv epiphanes, books of the maccabees, constantine the great, eusebius, history of prostitution, holiness, inanna, prostitution, religious occupations",job activity,,,sexual rite performed in the context of religious worship,8.0,30.0,Sacred prostitution,593.0,8853.0
Q7391585,http://www.wikidata.org/entity/Q7391585,sacrifice ritual,class of ritual,concept,gestures and habits,ritual,cultural agnostic,"Cultural anthropology, Folklore studies, Buddhism in Korea, Korean Confucianism, Observances honoring the dead, Practices in Chinese folk religion, Confucian rites, Ritual, Spiritual practice, Traditional rituals of East Asia",,,,class of ritual,10.0,2.0,Jisi,3.0,2582.0
Q182682,http://www.wikidata.org/entity/Q182682,Sadducees,Jewish sect or group active in Judea from 2nd century BCE to 1st century CE,entity,philosophy and religion,religious movement,cultural exclusive,"1st-century bce judaism, 1st-century judaism, 2nd-century bce judaism, extinct jewish sects, israelites, jewish religious movements, judaism-related controversies, second temple period",Jewish religious movements,,,Jewish sect or group active in Judea from 2nd century BCE to 1st century CE,23.0,60.0,Sadducees,597.0,4578.0
Q7397895,http://www.wikidata.org/entity/Q7397895,Sadi Moma,Bulgarian folk song,concept,performing arts,folk dance,cultural representative,"bulgarian dances, bulgarian folk songs, folk dance stubs, folk song stubs, songs about alcohol, songs about plants",type of dance,,,Bulgarian folk song,6.0,2.0,Sadi Moma,5.0,278.0
Q16669,http://www.wikidata.org/entity/Q16669,Sado River,river in Portugal,entity,geography,river,cultural exclusive,"portugal river stubs, rivers of portugal",river,Portugal,,river in Portugal,23.0,36.0,Sado River,13.0,327.0
Q281772,http://www.wikidata.org/entity/Q281772,Safari Rally,annual rallying event held in Kenya,entity,sports,recurring sporting event,cultural representative,"1953 establishments in kenya, coronation of elizabeth ii, intercontinental rally challenge rallies, recurring sporting events established in 1953, safari rally, world rally championship rallies",recurring sporting event,Kenya,,annual rallying event held in Kenya,12.0,26.0,Safari Rally,304.0,3062.0
Q7398933,http://www.wikidata.org/entity/Q7398933,Sagafilm,Icelandic production company,entity,media,production company,cultural exclusive,"film company stubs, film production companies of iceland, icelandic company stubs",production company,Iceland,,Icelandic production company,20.0,2.0,Sagafilm,6.0,245.0
Q85799163,http://www.wikidata.org/entity/Q85799163,Sahih International,translation book of quran in english,entity,books,book,cultural representative,english translations of the quran,book,,,translation book of quran in english,11.0,4.0,Sahih International,77.0,595.0
Q2064809,http://www.wikidata.org/entity/Q2064809,sahn,courtyard in Islamic architecture,concept,architecture,architectural structure,cultural representative,"arabic architecture, architecture in iran, courtyards, islamic architectural elements, islamic architecture, mosque architecture",,,,courtyard in Islamic architecture,5.0,18.0,Sahn,46.0,1797.0
Q733017,http://www.wikidata.org/entity/Q733017,Saint George and the Princess,fresco by Pisanello,entity,visual arts,painting,cultural representative,"1430s paintings, dogs in art, gothic paintings, horses in art, paintings by pisanello, paintings in verona, paintings of saint george (martyr), religious murals",fresco,Italy,,fresco by Pisanello,20.0,6.0,Saint George and the Princess,20.0,936.0
Q734774,http://www.wikidata.org/entity/Q734774,Saint Louis University,"private research university with campuses in St. Louis, Missouri, and Madrid, Spain",entity,architecture,building,cultural agnostic,"1818 establishments in missouri territory, association of catholic colleges and universities, aviation schools in the united states, catholic universities and colleges in missouri, educational institutions established in 1818, jesuit universities and colleges in the united states, midtown st. louis, private universities and colleges in missouri, roman catholic archdiocese of st. louis, saint louis university",university,United States,,"private research university with campuses in St. Louis, Missouri, and Madrid, Spain",84.0,19.0,Saint Louis University,393.0,7862.0
Q1370881,http://www.wikidata.org/entity/Q1370881,Saint Seiya Omega,shōnen manga and anime series,entity,comics and anime,manga,cultural representative,"2012 anime television series debuts, 2013 manga, anime spin-offs, classical mythology in anime and manga, comics spinoffs, manga series, saint seiya, shōnen manga, tv asahi original programming, toei animation television",anime television series,,Japan,shōnen manga and anime series,32.0,10.0,Saint Seiya Omega,72.0,3495.0
Q3463589,http://www.wikidata.org/entity/Q3463589,Saint-Émilien-de-Blain,"place in Pays de la Loire, France",entity,geography,geographic location,cultural exclusive,geography of loire-atlantique,geographic location,France,,"place in Pays de la Loire, France",11.0,2.0,Saint-Émilien-de-Blain,2.0,211.0
Q3395851,http://www.wikidata.org/entity/Q3395851,Sakıp Sabancı Museum,"museum in Sarıyer, Turkey",entity,visual arts,art gallery,cultural exclusive,"2002 establishments in turkey, art museums and galleries in istanbul, biographical museums in turkey, bosphorus, historic house museums in turkey, museums established in 2002, sabancı family, sarıyer",university museum,Turkey,,"museum in Sarıyer, Turkey",25.0,15.0,Sakıp Sabancı Museum,23.0,4369.0
Q9266,http://www.wikidata.org/entity/Q9266,salad,"dish consisting of a mixture of small pieces of food, usually vegetables or fruit",concept,food,dish,cultural agnostic,"garde manger, salads",type of food or dish,internationality,internationality,"dish consisting of a mixture of small pieces of food, usually vegetables or fruit",54.0,106.0,Salad,668.0,2039.0
Q191057,http://www.wikidata.org/entity/Q191057,Salafism,Sunni Islamic reformist movement,entity,philosophy and religion,religious movement,cultural representative,"19th-century islam, islamic fundamentalism, salafi movement, sunni islamic branches",school of thought,,,Sunni Islamic reformist movement,28.0,73.0,Salafi movement,1284.0,28954.0
Q5431118,http://www.wikidata.org/entity/Q5431118,Salem Media Group,American radio broadcaster and media company,entity,media,media company,cultural exclusive,"1980s establishments in california, christian mass media companies, christian websites, companies based in ventura county, california, conservative media in the united states, conservative organizations in the united states, mass media companies established in the 1970s, mass media companies of the united states, political organizations based in the united states, radio broadcasting companies of the united states",business,United States,,American radio broadcaster and media company,22.0,2.0,Salem Media Group,170.0,2524.0
Q7404848,http://www.wikidata.org/entity/Q7404848,Salish weaving,traditional textile techniques of the Coast Salish peoples,concept,gestures and habits,tradition,cultural exclusive,"coast salish culture, indigenous textile art of the americas, northwest coast art, textile arts of canada, weaving",,,,traditional textile techniques of the Coast Salish peoples,4.0,1.0,Salish weaving,21.0,3246.0
Q36050,http://www.wikidata.org/entity/Q36050,Salix,genus of plants,concept,biology,tree,cultural agnostic,"dioecious plants, medicinal plants, non-timber forest products, salix, taxa named by carl linnaeus",taxon,,,genus of plants,88.0,144.0,Willow,1179.0,7794.0
Q3450786,http://www.wikidata.org/entity/Q3450786,Sallekhana,Jain ritual for religious death,entity,philosophy and religion,religion,cultural exclusive,"jain ethics, religion and euthanasia, religion and suicide, religious fasting, suicide by starvation and dehydration, suicide types",spiritual practice,,,Jain ritual for religious death,7.0,19.0,Sallekhana,171.0,5995.0
Q2796766,http://www.wikidata.org/entity/Q2796766,salmon,common idea of a fish in the trout family,concept,biology,fish,cultural agnostic,"alaskan cuisine, commercial fish, fauna of the holarctic realm, fish common names, oily fish, salmon",organisms known by a particular common name,,,common idea of a fish in the trout family,37.0,58.0,Salmon,1791.0,13130.0
Q1568754,http://www.wikidata.org/entity/Q1568754,Salpicon,a side dish,entity,food,ingredient,cultural representative,"beef dishes, central american cuisine, filipino cuisine, food ingredient stubs, food ingredients, mexican cuisine, spanish cuisine",ingredient,,Brazil,a side dish,10.0,15.0,Salpicon,113.0,1802.0
Q78648330,http://www.wikidata.org/entity/Q78648330,Salto,French video streaming service,entity,media,streaming service,cultural exclusive,"2023 disestablishments in france, android (operating system) software, companies based in île-de-france, defunct subscription services, defunct video on demand services, former joint ventures, france télévisions, french companies established in 2020, ios software, internet properties disestablished in 2023",video on demand,France,,French video streaming service,15.0,3.0,Salto (streaming service),20.0,2635.0
Q5364423,http://www.wikidata.org/entity/Q5364423,saltwater fish,fish that live all or much of their lives in seawater,concept,biology,fish,cultural agnostic,ichthyology,organisms known by a particular common name,,,fish that live all or much of their lives in seawater,22.0,20.0,Saltwater fish,128.0,2364.0
Q1880708,http://www.wikidata.org/entity/Q1880708,saltworks,area or installation for making salt,concept,architecture,architectural structure,cultural agnostic,salt production,,,,area or installation for making salt,10.0,8.0,Saltern,31.0,709.0
Q516766,http://www.wikidata.org/entity/Q516766,salutation,greeting,concept,gestures and habits,greeting,cultural agnostic,"greeting words and phrases, letters (message)",,,,greeting,8.0,7.0,Salutation,227.0,944.0
Q858893,http://www.wikidata.org/entity/Q858893,salute,gesture or other action used to display respect,concept,gestures and habits,gesture,cultural agnostic,"gestures of respect, greetings, hand gestures, military life, military traditions, salutes",obligation,Netherlands,,gesture or other action used to display respect,19.0,40.0,Salute,509.0,9543.0
Q678510,http://www.wikidata.org/entity/Q678510,Samaritan High Priest,Wikimedia list article,entity,philosophy and religion,religious leader,cultural exclusive,"religious leadership roles, samaritan high priests",religious leader,,,Wikimedia list article,5.0,7.0,Samaritan High Priest,59.0,4123.0
Q6981696,http://www.wikidata.org/entity/Q6981696,Samaritanism,monotheistic Abrahamic religion,concept,philosophy and religion,religion,cultural exclusive,"abraham, abrahamic religions, ancient mediterranean religions, ancient semitic religions, ethnic religions in asia, jewish religious movements, monotheistic religions, moses, religion in ancient israel and judah, samaritan culture and history",religion,,,monotheistic Abrahamic religion,5.0,22.0,Samaritanism,963.0,5255.0
Q281521,http://www.wikidata.org/entity/Q281521,Sambadrome Marquês de Sapucaí,"parade area in Rio de Janeiro, Brazil",entity,architecture,building,cultural exclusive,"national heritage sites of rio de janeiro (state), olympic archery venues, olympic athletics venues, rio carnival, sambadrome, tourist attractions in rio de janeiro (city), venues of the 2016 summer olympics",avenue,Brazil,,"parade area in Rio de Janeiro, Brazil",20.0,22.0,Sambadrome Marquês de Sapucaí,65.0,2358.0
Q497146,http://www.wikidata.org/entity/Q497146,Samjeondo Monument,monument in South Korea,entity,history,monument,cultural exclusive,"17th-century establishments in korea, 17th-century inscriptions, buildings and structures in songpa district, historic sites of south korea, korean steles, manchu literature, mongolian literature, monuments and memorials in south korea, outdoor sculptures in south korea, works by joseon people",monument,South Korea,,monument in South Korea,14.0,10.0,Samjeondo Monument,15.0,1085.0
Q7410101,http://www.wikidata.org/entity/Q7410101,Sampeah,Cambodian greeting,entity,gestures and habits,greeting,cultural exclusive,"bowing, cambodia stubs, culture of cambodia, gestures, gestures of respect, greetings",greeting,Cambodia,,Cambodian greeting,3.0,3.0,Sampeah,28.0,577.0
Q12511888,http://www.wikidata.org/entity/Q12511888,Samping,Malay traditional clothing,entity,fashion,traditional costume,cultural exclusive,"culture of malaysia, history of asian clothing, malay clothing, malay culture",traditional costume,,Malacca sultanate,Malay traditional clothing,6.0,5.0,Samping,56.0,932.0
Q1628520,http://www.wikidata.org/entity/Q1628520,Saṃskāra,rites of passage described in ancient Sanskrit texts,concept,gestures and habits,ritual,cultural exclusive,"ceremonies, hindu rituals, rites of passage, samskaras",,,,rites of passage described in ancient Sanskrit texts,8.0,20.0,Samskara (rite of passage),166.0,12674.0
Q626281,http://www.wikidata.org/entity/Q626281,Samsung Galaxy,former professional esports organization,entity,sports,sports team,cultural representative,"2000 establishments in south korea, esports organization stubs, esports teams based in south korea, esports teams disestablished in 2017, esports teams established in 2000, former league of legends champions korea teams, korean sport stubs, samsung electronics, samsung sports, starcraft teams",esports team,South Korea,,former professional esports organization,11.0,8.0,Samsung Galaxy (esports),57.0,987.0
Q111008220,http://www.wikidata.org/entity/Q111008220,Samsung TV Plus,TV streaming network owned by Samsung,entity,media,streaming service,cultural agnostic,"internet properties established in 2015, internet television streaming services, products introduced in 2015, samsung subsidiaries",streaming service,,,TV streaming network owned by Samsung,7.0,7.0,Samsung TV Plus,191.0,924.0
Q3229035,http://www.wikidata.org/entity/Q3229035,San Francisco Legacy,the last original franchise of the National Women's Basketball League,entity,sports,sports team,cultural exclusive,"basketball teams in the san francisco bay area, california sports team stubs, sports clubs and teams in oakland, california, western united states basketball team stubs, women in san francisco",sports team,United States,,the last original franchise of the National Women's Basketball League,8.0,3.0,San Francisco Legacy,3.0,181.0
Q2471,http://www.wikidata.org/entity/Q2471,Sanaa,capital city of Yemen,entity,geography,city,cultural exclusive,"archaeological sites in yemen, architecture of ancient yemen, capitals in asia, historic jewish communities, populated places in sanaa governorate, sanaa, world heritage sites in yemen",city,Yemen,,capital city of Yemen,91.0,166.0,Sanaa,1442.0,16697.0
Q956444,http://www.wikidata.org/entity/Q956444,sanctification,act or process of acquiring sanctity,concept,gestures and habits,ritual,cultural agnostic,"christian ethics, christian personal development, christian terminology, holy spirit, religious terminology, theology",dedication,,,act or process of acquiring sanctity,17.0,28.0,Sanctification in Christianity,162.0,5627.0
Q5278,http://www.wikidata.org/entity/Q5278,Sanctuary of the Three Gauls,"religious structure in Lyon, France, dedicated to the imperial cult and used by the peoples of three provinces of Roman Gaul; known from fragments",entity,architecture,architectural structure,cultural exclusive,"1st arrondissement of lyon, buildings and structures in lyon, roman lyon, roman religious remains in france",Roman archaeological site,France,,"religious structure in Lyon, France, dedicated to the imperial cult and used by the peoples of three provinces of Roman Gaul; known from fragments",12.0,9.0,Sanctuary of the Three Gauls,24.0,1948.0
Q1348106,http://www.wikidata.org/entity/Q1348106,sand animation,"manipulation of sand to create animation, by applying sand to a surface and then rendering images by drawing lines and figures in the sand with one's hands; a sand animation performer will often use the aid of an overhead projector or lightbox",entity,comics and anime,animation technique,cultural agnostic,"animation stubs, animation techniques, performance art, sand animated films, sand art, visual arts media",animation technique,,,"manipulation of sand to create animation, by applying sand to a surface and then rendering images by drawing lines and figures in the sand with one's hands; a sand animation performer will often use the aid of an overhead projector or lightbox",6.0,19.0,Sand animation,29.0,1196.0
Q1151844,http://www.wikidata.org/entity/Q1151844,sankin-kōtai,"daimyō's alternate-year residence in Edo, a policy of the Tokugawa shogunate",entity,politics,policy,cultural exclusive,"edo period, japanese historical terms",policy,Japan,,"daimyō's alternate-year residence in Edo, a policy of the Tokugawa shogunate",20.0,26.0,Sankin-kōtai,100.0,1446.0
Q531789,http://www.wikidata.org/entity/Q531789,Santa Apolónia Station,railway station in Portugal,entity,architecture,building,cultural exclusive,"railway stations in lisbon, railway stations in portugal opened in 1856, railway stations in portugal opened in 1865, railway stations in portugal opened in 2007",railway station,Portugal,,railway station in Portugal,33.0,16.0,Santa Apolónia railway station,32.0,1813.0
Q24665,http://www.wikidata.org/entity/Q24665,Santa Cruz Warriors,American basketball team,entity,sports,sports club,cultural exclusive,"2012 establishments in california, basketball teams established in 2012, basketball teams in california, santa cruz warriors, sports in santa cruz county, california",sports club,United States,,American basketball team,19.0,18.0,Santa Cruz Warriors,360.0,3789.0
Q929866,http://www.wikidata.org/entity/Q929866,Santi Santamaria,Spanish chef (1957–2011),entity,food,cook,cultural exclusive,"1957 births, 2011 deaths, chefs from catalonia, head chefs of michelin-starred restaurants, spanish male chefs",human,,,Spanish chef (1957–2011),33.0,10.0,Santi Santamaria,16.0,278.0
Q509900,http://www.wikidata.org/entity/Q509900,Santiago Segura,"Spanish film actor, screenwriter, producer and director",entity,comics and anime,comics artist,cultural representative,"1965 births, 20th-century spanish male actors, 20th-century spanish male writers, 20th-century spanish screenwriters, 21st-century spanish male actors, 21st-century spanish screenwriters, comedians from madrid, complutense university of madrid alumni, living people, male actors from madrid",human,,,"Spanish film actor, screenwriter, producer and director",80.0,27.0,Santiago Segura,108.0,3206.0
Q174,http://www.wikidata.org/entity/Q174,São Paulo,most populous city in Brazil,entity,geography,city,cultural exclusive,"1554 establishments in the portuguese empire, municipalities in são paulo (state), populated places established in 1554, state capitals in brazil, são paulo",municipality of Brazil,Brazil,,most populous city in Brazil,141.0,251.0,São Paulo,3479.0,28585.0
Q546295,http://www.wikidata.org/entity/Q546295,Sara Levi-Tanai,Israeli choreographer and song writer,entity,performing arts,choreographer,cultural representative,"1910s births, 2005 deaths, 20th-century israeli songwriters, 20th-century israeli women musicians, burials at yarkon cemetery, israel prize in dancing recipients, israel prize women recipients, israeli people of yemeni-jewish descent, israeli women choreographers, israeli women songwriters",human,,,Israeli choreographer and song writer,43.0,9.0,Sara Levi-Tanai,8.0,251.0
Q43144,http://www.wikidata.org/entity/Q43144,Sarah Palin,Governor of Alaska from 2006 to 2009,entity,fashion,model,cultural representative,"1964 births, 2008 united states vice-presidential candidates, 20th-century alaska politicians, 20th-century american women politicians, 20th-century evangelicals, 20th-century mayors of places in alaska, 21st-century alaska politicians, 21st-century american memoirists, 21st-century american women politicians, 21st-century american women writers",human,,,Governor of Alaska from 2006 to 2009,111.0,101.0,Sarah Palin,2854.0,25901.0
Q114667,http://www.wikidata.org/entity/Q114667,Sarah Wiener,German-Austrian entrepreneur and politician,entity,food,cook,cultural exclusive,"1962 births, 21st-century women meps for austria, living people, meps for austria 2019–2024, politicians from halle (saale), the greens (austria) meps",human,,,German-Austrian entrepreneur and politician,38.0,12.0,Sarah Wiener,18.0,1377.0
Q172827,http://www.wikidata.org/entity/Q172827,sari,woman's draped garment of South Asia,concept,fashion,clothing,cultural representative,"bangladeshi clothing, dresses, history of asian clothing, history of fashion, indian clothing, muhajir culture, nepalese clothing, pakistani clothing, saris, sri lankan clothing",,,,woman's draped garment of South Asia,24.0,80.0,Sari,2126.0,10072.0
Q322781,http://www.wikidata.org/entity/Q322781,sarong,"traditional garment of the malay Archipelago originated from malay Culture, formed by wrapping a strip of cloth around the lower part of the body, or a sewn skirt draped to look like this garment",concept,fashion,clothing,cultural representative,"history of asian clothing, history of oceanian clothing, history of fashion, indonesian clothing, malay clothing, men's clothing, skirts, sri lankan clothing, yemeni clothing",,,,"traditional garment of the malay Archipelago originated from malay Culture, formed by wrapping a strip of cloth around the lower part of the body, or a sewn skirt draped to look like this garment",18.0,53.0,Sarong,2245.0,5270.0
Q3950598,http://www.wikidata.org/entity/Q3950598,Sartù di riso,typical dish of Naples,concept,food,dish,cultural exclusive,"bacon dishes, meat and rice dishes, neapolitan cuisine, sausage dishes, tomato dishes",,,Italy,typical dish of Naples,6.0,6.0,Sartù di riso,30.0,779.0
Q6410362,http://www.wikidata.org/entity/Q6410362,saruj,mortar,entity,architecture,building material,cultural exclusive,"architecture in iran, building materials, concrete, moisture protection, plastering",building material,,,mortar,4.0,4.0,Sarooj,27.0,729.0
Q63317,http://www.wikidata.org/entity/Q63317,Sasha,German singer,entity,music,musician,cultural exclusive,"1972 births, 21st-century german male singers, echo (music award) winners, english-language singers from germany, german comedy musicians, german pop singers, german rock singers, german singer-songwriters, living people, male actors from north rhine-westphalia",human,,,German singer,64.0,11.0,Sasha (German singer),119.0,1960.0
Q2709,http://www.wikidata.org/entity/Q2709,Sasha Grey,"American actress, model, writer, DJ and musician; former pornographic actress",entity,fashion,model,cultural representative,"1988 births, 21st-century american actresses, 21st-century american musicians, 21st-century american pianists, 21st-century american women musicians, 21st-century american women pianists, 21st-century american women writers, actresses from california, american djs, american lgbtq actresses",human,,,"American actress, model, writer, DJ and musician; former pornographic actress",158.0,63.0,Sasha Grey,2884.0,855.0
Q444559,http://www.wikidata.org/entity/Q444559,Sasha Waltz,German choreographer and dancer,entity,performing arts,choreographer,cultural representative,"1963 births, artists from karlsruhe, contemporary dance choreographers, contemporary dancers, german artists, german choreographers, german female dancers, german women choreographers, living people, members of the academy of arts, berlin",human,,,German choreographer and dancer,63.0,15.0,Sasha Waltz,24.0,1860.0
Q3631386,http://www.wikidata.org/entity/Q3631386,Sat Shri Akaal,Sikh and Punjabi greeting,entity,gestures and habits,greeting,cultural representative,"greeting words and phrases of india, sikh practices",greeting,,,Sikh and Punjabi greeting,2.0,7.0,Sat Sri Akaal,167.0,810.0
Q691960,http://www.wikidata.org/entity/Q691960,satellite city,smaller municipality that is adjacent to a major city within a metropolitan area,concept,geography,city,cultural agnostic,"cities by type, satellite cities, urban studies and planning terminology, urbanization",,,,smaller municipality that is adjacent to a major city within a metropolitan area,21.0,41.0,Satellite city,189.0,1246.0
Q208088,http://www.wikidata.org/entity/Q208088,sati,funerary women sacrifice,entity,gestures and habits,ritual,cultural exclusive,"criticism of hinduism, death customs, femicide, fire in religion, gender and hinduism, hindu rituals related to death, history of suicide, human sacrifice, suicide by self-immolation, suicide in india",ritual,,,funerary women sacrifice,14.0,64.0,Sati (practice),1349.0,23593.0
Q569235,http://www.wikidata.org/entity/Q569235,Saturn Corporation,former car manufacturing subsidiary of General Motors,entity,transportation,automobile manufacturer,cultural agnostic,"1980s cars, 1985 establishments in tennessee, 1990s cars, 2000s cars, 2010 disestablishments in michigan, american brands, companies that filed for chapter 11 bankruptcy in 2009, defunct companies based in michigan, defunct manufacturing companies based in detroit, defunct manufacturing companies based in tennessee",automobile manufacturer,United States,United States,former car manufacturing subsidiary of General Motors,27.0,28.0,Saturn Corporation,677.0,4232.0
Q118214022,http://www.wikidata.org/entity/Q118214022,Satyanarayan Sattan,Indian politician,entity,literature,poetry,cultural exclusive,"1940 births, bharatiya janata party politicians from madhya pradesh, living people, madhya pradesh bharatiya janata party politician stubs, madhya pradesh mlas 1980–1985, people from indore district",human,,,Indian politician,7.0,2.0,Satyanarayan Sattan,4.0,235.0
Q89026,http://www.wikidata.org/entity/Q89026,Satyendra Pakhale,"Indian industrial designer, technocrat, architect",entity,architecture,architect,cultural representative,"1967 births, 20th-century indian designers, academic staff of design academy eindhoven, artcenter college of design alumni, designers from amsterdam, iit bombay alumni, indian expatriates in the netherlands, industrial designers, living people, people from maharashtra",human,,,"Indian industrial designer, technocrat, architect",36.0,3.0,Satyendra Pakhalé,190.0,1269.0
Q2054216,http://www.wikidata.org/entity/Q2054216,sauce ravigote,"classic, lightly acidic sauce in French cuisine",entity,food,food,cultural representative,"french cuisine stubs, french sauces",food,,France,"classic, lightly acidic sauce in French cuisine",10.0,16.0,Sauce ravigote,130.0,362.0
Q2227054,http://www.wikidata.org/entity/Q2227054,Saucier,type of chef,concept,food,cook,cultural representative,"chefs, cookware and bakeware, culinary terminology, restaurant terminology",position,,,type of chef,8.0,5.0,Saucier,87.0,256.0
Q4120440,http://www.wikidata.org/entity/Q4120440,Saudi Broadcasting Authority,the main Government-owned Broadcasting Network,entity,media,media company,cultural exclusive,"asian television station stubs, islamic radio stations, saudi arabia stubs, saudi arabian companies established in 1962, television channels and stations established in 1962, television in saudi arabia",media company,Saudi Arabia,,the main Government-owned Broadcasting Network,16.0,9.0,Saudi Broadcasting Authority,49.0,765.0
Q20393433,http://www.wikidata.org/entity/Q20393433,Saudi Human Resources Development Fund,Saudi Arabia Government Fund,concept,politics,government,cultural exclusive,"2000 establishments in saudi arabia, government agencies of saudi arabia",fund,Saudi Arabia,,Saudi Arabia Government Fund,11.0,2.0,Saudi Human Resources Development Fund,15.0,626.0
Q12214803,http://www.wikidata.org/entity/Q12214803,Saudi national dress,Thawb and abaya,concept,fashion,traditional costume,cultural exclusive,"dress codes, islamic female clothing, islamic male clothing, saudi arabian clothing",clothing,Saudi Arabia,,Thawb and abaya,5.0,6.0,Saudi national dress,188.0,1481.0
Q57036,http://www.wikidata.org/entity/Q57036,sauna,small room or building designed as a place to experience dry or wet heat sessions,concept,architecture,building,cultural representative,"bathing, culture of estonia, culture of finland, finnish inventions, finnish words and phrases, hot-air baths, rooms, sauna, traditional medicine",,,Finland,small room or building designed as a place to experience dry or wet heat sessions,48.0,79.0,Sauna,876.0,10857.0
Q95117,http://www.wikidata.org/entity/Q95117,Savage Tales,American comics series,entity,comics and anime,comics,cultural representative,"1971 comics debuts, comics anthologies, comics by archie goodwin (comics), comics by doug moench, comics by gerry conway, comics by roy thomas, defunct american comics, dynamite entertainment titles, fantasy comics, horror comics",comics,,United States,American comics series,5.0,3.0,Savage Tales,27.0,856.0
Q896635,http://www.wikidata.org/entity/Q896635,Saxon post milestone,a type of milepost in the former Electorate of Saxony,concept,architecture,architectural structure,cultural exclusive,"culture of poland, culture of saxony, culture of saxony-anhalt, culture of thuringia, heritage sites in saxony, monumental columns in germany, surveying",asset group,Germany,,a type of milepost in the former Electorate of Saxony,17.0,4.0,Saxon milepost,4.0,3516.0
Q51328,http://www.wikidata.org/entity/Q51328,Sayid Jarrah,character from the American mystery fiction television series Lost,entity,food,cook,cultural representative,"fictional arabs, fictional gulf war veterans, fictional iraqi people, fictional muslims, fictional assassins, fictional chefs, fictional murderers, fictional soldiers, fictional sole survivors, fictional torturers",fictional human,,,character from the American mystery fiction television series Lost,14.0,23.0,Sayid Jarrah,304.0,5305.0
Q376511,http://www.wikidata.org/entity/Q376511,SBB Cargo,transport company,entity,transportation,transport company,cultural exclusive,"rail freight companies, rail freight transport in switzerland, railway companies established in 1999, railway companies of switzerland, swiss companies established in 1999",transport company,Switzerland,,transport company,21.0,8.0,SBB Cargo,21.0,2390.0
Q7389010,http://www.wikidata.org/entity/Q7389010,SBS On Demand,Australian streaming service,entity,media,streaming service,cultural exclusive,"2011 establishments in australia, android (operating system) software, australian streaming companies, ios software, internet properties established in 2011, media players, playstation 3 software, playstation 4 software, special broadcasting service, video on demand services",streaming service,Australia,,Australian streaming service,9.0,1.0,SBS On Demand,46.0,1280.0
Q539471,http://www.wikidata.org/entity/Q539471,SC Dynamo Berlin,multi-sports club in East Berlin from 1954 to 1991,entity,sports,sports club,cultural exclusive,"1954 establishments in east germany, 1991 disestablishments in germany, association football clubs established in 1954, athletics clubs in germany, athletics in berlin, defunct football clubs in berlin, football clubs in east germany, football clubs in germany, history of sport in east germany, ice hockey clubs established in 1954",sports club,German Democratic Republic,,multi-sports club in East Berlin from 1954 to 1991,16.0,8.0,SC Dynamo Berlin,34.0,1181.0
Q166107,http://www.wikidata.org/entity/Q166107,SC Young Fellows Juventus,association football club in Switzerland,entity,sports,sports club,cultural exclusive,"1992 establishments in switzerland, association football clubs established in 1992, football clubs in switzerland, sc young fellows juventus, swiss football club stubs",association football club,Switzerland,,association football club in Switzerland,16.0,16.0,SC Young Fellows Juventus,43.0,582.0
Q1415022,http://www.wikidata.org/entity/Q1415022,scagliola,"fine plaster of powdered selenite (gypsum) mixed with alum, glue, water, and pigment to imitate marble or pietra dura",concept,architecture,building material,cultural representative,"architecture, building materials, craft materials, italian inventions, plastering, wallcoverings",,,,"fine plaster of powdered selenite (gypsum) mixed with alum, glue, water, and pigment to imitate marble or pietra dura",12.0,19.0,Scagliola,67.0,2310.0
Q1423453,http://www.wikidata.org/entity/Q1423453,scar literature,Chinese literature portraying damage caused by the Cultural Revolution; Chinese fiction of the late 1970s and early 1980s that focuses on the physical and mental suffering that occurred during the Cultural Revolution.,entity,literature,literary genre,cultural exclusive,"chinese literary genres, cold war history of china, cultural revolution, literary genres, persecution of intellectuals in china",literary movement,,,Chinese literature portraying damage caused by the Cultural Revolution; Chinese fiction of the late 1970s and early 1980s that focuses on the physical and mental suffering that occurred during the Cultural Revolution.,10.0,11.0,Scar literature,52.0,1615.0
Q7430514,http://www.wikidata.org/entity/Q7430514,Scarred tree,trees carved by Aboriginal Australians,concept,biology,tree,cultural exclusive,"australian aboriginal bushcraft, history of indigenous australians",,Australia,,trees carved by Aboriginal Australians,7.0,4.0,Scarred tree,30.0,1166.0
Q2263701,http://www.wikidata.org/entity/Q2263701,Sceneggiata,form of musical drama typical of Naples,entity,performing arts,theatrical genre,cultural exclusive,"20th-century theatre, cinema of italy, culture in naples, drama genres, film genres, theatrical genres",film genre,,,form of musical drama typical of Naples,2.0,6.0,Sceneggiata,19.0,2164.0
Q666572,http://www.wikidata.org/entity/Q666572,Schaulager,"museum collection in Münchenstein in the canton of Basel-Landschft, Switzerland",entity,visual arts,art gallery,cultural exclusive,"2003 establishments in switzerland, art museums and galleries established in 2003, art museums and galleries in switzerland, contemporary art galleries in switzerland, modern art museums, museums in basel-landschaft, münchenstein",art museum,Switzerland,,"museum collection in Münchenstein in the canton of Basel-Landschft, Switzerland",36.0,11.0,Schaulager,9.0,380.0
